user_id,book_id,borrow_date,return_date,borrow_date,borrow_month,borrow_year,pages,reservation_status,overdue_status,user_role,book_category,book_holding_days
19,133,2/23/2023,3/12/2023,23,2,2023,363,TRUE,1,student,art,17
40,158,8/21/2023,8/27/2023,21,8,2023,208,TRUE,0,faculty,history,6
14,22,9/2/2022,9/17/2022,2,9,2022,344,FALSE,1,student,art,15
7,156,10/9/2020,10/18/2020,9,10,2020,202,FALSE,1,faculty,art,9
36,192,10/11/2021,10/17/2021,11,10,2021,137,TRUE,0,staff,art,6
13,79,6/30/2022,7/11/2022,30,6,2022,325,FALSE,1,staff,non-fiction,11
16,171,2/11/2025,2/20/2025,11,2,2025,192,FALSE,1,student,art,9
63,11,8/30/2023,9/13/2023,30,8,2023,406,FALSE,1,faculty,science,14
72,134,2/20/2023,2/24/2023,20,2,2023,153,FALSE,0,faculty,non-fiction,4
69,38,5/29/2020,6/11/2020,29,5,2020,330,TRUE,1,faculty,fiction,13
37,169,4/11/2023,4/30/2023,11,4,2023,423,FALSE,1,faculty,art,19
4,108,1/3/2022,1/20/2022,3,1,2022,352,TRUE,1,faculty,fiction,17
57,107,1/16/2021,1/21/2021,16,1,2021,185,TRUE,0,student,science,5
51,51,11/29/2022,12/3/2022,29,11,2022,148,TRUE,0,student,non-fiction,4
36,118,3/10/2024,3/28/2024,10,3,2024,531,FALSE,1,faculty,science,18
71,96,6/30/2022,7/18/2022,30,6,2022,552,TRUE,1,faculty,science,18
95,81,7/21/2021,8/7/2021,21,7,2021,460,FALSE,1,student,science,17
96,73,1/4/2025,1/9/2025,4,1,2025,169,FALSE,0,staff,science,5
16,129,11/8/2021,11/15/2021,8,11,2021,214,FALSE,0,student,history,7
69,66,2/13/2023,2/24/2023,13,2,2023,268,TRUE,1,staff,history,11
83,197,12/21/2020,12/25/2020,21,12,2020,148,TRUE,0,staff,fiction,4
84,39,11/30/2022,12/9/2022,30,11,2022,257,FALSE,1,staff,history,9
61,146,9/26/2022,10/11/2022,26,9,2022,459,TRUE,1,student,science,15
20,34,5/17/2021,6/6/2021,17,5,2021,566,TRUE,1,staff,science,20
34,138,7/5/2020,7/24/2020,5,7,2020,427,TRUE,1,faculty,art,19
55,30,12/15/2021,12/18/2021,15,12,2021,146,FALSE,0,faculty,science,3
58,101,2/27/2024,3/3/2024,27,2,2024,147,TRUE,0,staff,fiction,5
12,53,6/29/2020,7/5/2020,29,6,2020,159,TRUE,0,student,art,6
71,14,5/11/2021,5/30/2021,11,5,2021,554,TRUE,1,faculty,science,19
66,50,5/22/2023,5/25/2023,22,5,2023,106,TRUE,0,staff,non-fiction,3
24,81,2/2/2025,2/15/2025,2,2,2025,389,TRUE,1,faculty,science,13
7,39,10/10/2020,10/14/2020,10,10,2020,112,FALSE,0,student,art,4
74,79,4/8/2024,4/28/2024,8,4,2024,559,TRUE,1,staff,non-fiction,20
93,33,7/17/2022,7/26/2022,17,7,2022,268,TRUE,1,staff,history,9
81,180,2/14/2021,3/1/2021,14,2,2021,314,TRUE,1,faculty,art,15
74,84,4/21/2024,5/11/2024,21,4,2024,430,FALSE,1,staff,art,20
54,76,8/5/2022,8/11/2022,5,8,2022,190,FALSE,0,student,fiction,6
72,188,12/17/2021,12/29/2021,17,12,2021,351,FALSE,1,faculty,science,12
40,177,7/11/2022,7/29/2022,11,7,2022,508,FALSE,1,faculty,science,18
24,44,3/30/2025,4/1/2025,30,3,2025,100,FALSE,0,staff,non-fiction,2
48,122,12/10/2024,12/24/2024,10,12,2024,433,FALSE,1,staff,science,14
28,113,11/5/2022,11/13/2022,5,11,2022,195,TRUE,1,staff,art,8
100,76,11/5/2022,11/24/2022,5,11,2022,459,FALSE,1,student,fiction,19
97,106,2/14/2023,2/17/2023,14,2,2023,143,TRUE,0,faculty,science,3
10,172,9/29/2021,10/1/2021,29,9,2021,91,FALSE,0,faculty,art,2
23,198,1/4/2025,1/9/2025,4,1,2025,152,FALSE,0,student,fiction,5
37,11,12/18/2022,12/23/2022,18,12,2022,177,FALSE,0,staff,art,5
95,21,4/16/2024,4/17/2024,16,4,2024,68,FALSE,0,student,non-fiction,1
39,164,12/15/2024,12/24/2024,15,12,2024,250,FALSE,1,student,science,9
62,120,5/9/2020,5/17/2020,9,5,2020,234,FALSE,1,student,fiction,8
27,194,11/3/2024,11/6/2024,3,11,2024,92,TRUE,0,faculty,fiction,3
71,48,11/11/2022,11/25/2022,11,11,2022,333,TRUE,1,staff,fiction,14
94,14,1/18/2021,1/22/2021,18,1,2021,158,FALSE,0,student,history,4
88,14,1/2/2021,1/5/2021,2,1,2021,98,FALSE,0,faculty,science,3
94,30,4/6/2025,4/11/2025,6,4,2025,157,TRUE,0,student,science,5
66,115,10/10/2021,10/25/2021,10,10,2021,397,TRUE,1,student,non-fiction,15
79,90,7/25/2022,8/13/2022,25,7,2022,398,TRUE,1,faculty,art,19
41,53,6/24/2021,7/12/2021,24,6,2021,422,TRUE,1,staff,fiction,18
68,133,1/9/2021,1/22/2021,9,1,2021,352,TRUE,1,student,history,13
22,3,9/21/2024,10/10/2024,21,9,2024,486,TRUE,1,faculty,history,19
57,52,1/23/2022,1/28/2022,23,1,2022,155,FALSE,0,staff,science,5
24,64,3/17/2022,4/2/2022,17,3,2022,311,TRUE,1,student,art,16
4,66,8/18/2020,9/1/2020,18,8,2020,401,FALSE,1,staff,non-fiction,14
10,83,11/9/2020,11/12/2020,9,11,2020,113,TRUE,0,faculty,non-fiction,3
16,117,4/28/2023,5/18/2023,28,4,2023,560,TRUE,1,staff,non-fiction,20
89,94,6/17/2022,6/18/2022,17,6,2022,78,TRUE,0,student,history,1
47,142,7/8/2024,7/23/2024,8,7,2024,391,TRUE,1,student,history,15
55,161,3/13/2021,3/26/2021,13,3,2021,307,TRUE,1,staff,art,13
21,22,10/18/2022,10/22/2022,18,10,2022,119,FALSE,0,student,art,4
80,175,1/13/2023,2/2/2023,13,1,2023,514,TRUE,1,faculty,history,20
43,61,11/8/2023,11/17/2023,8,11,2023,202,FALSE,1,staff,art,9
10,124,4/20/2020,5/8/2020,20,4,2020,455,TRUE,1,staff,history,18
36,99,6/30/2020,7/1/2020,30,6,2020,69,TRUE,0,staff,history,1
39,187,4/2/2025,4/7/2025,2,4,2025,172,TRUE,0,staff,history,5
43,196,9/19/2021,9/24/2021,19,9,2021,128,FALSE,0,staff,art,5
57,168,7/18/2023,7/31/2023,18,7,2023,352,FALSE,1,faculty,history,13
67,164,1/10/2021,1/26/2021,10,1,2021,446,TRUE,1,staff,non-fiction,16
76,34,8/28/2023,9/4/2023,28,8,2023,221,FALSE,0,staff,non-fiction,7
91,21,8/27/2021,8/31/2021,27,8,2021,130,FALSE,0,faculty,art,4
33,37,6/3/2023,6/12/2023,3,6,2023,178,TRUE,1,student,art,9
30,195,7/28/2020,8/8/2020,28,7,2020,315,FALSE,1,student,science,11
18,186,10/24/2020,10/28/2020,24,10,2020,89,FALSE,0,student,art,4
98,140,2/8/2020,2/23/2020,8,2,2020,309,TRUE,1,faculty,fiction,15
9,104,9/22/2024,10/7/2024,22,9,2024,321,FALSE,1,faculty,art,15
86,70,11/29/2020,12/12/2020,29,11,2020,356,FALSE,1,faculty,history,13
27,96,3/27/2022,4/5/2022,27,3,2022,269,FALSE,1,staff,non-fiction,9
22,93,8/3/2024,8/18/2024,3,8,2024,429,TRUE,1,staff,non-fiction,15
59,126,6/1/2020,6/6/2020,1,6,2020,192,TRUE,0,student,non-fiction,5
69,148,8/7/2021,8/12/2021,7,8,2021,204,FALSE,0,staff,science,5
47,86,3/19/2023,4/3/2023,19,3,2023,387,FALSE,1,student,history,15
41,71,1/23/2025,1/25/2025,23,1,2025,104,FALSE,0,student,fiction,2
80,106,3/1/2025,3/15/2025,1,3,2025,402,TRUE,1,staff,non-fiction,14
54,192,3/19/2025,3/29/2025,19,3,2025,284,FALSE,1,staff,non-fiction,10
47,21,10/15/2022,11/2/2022,15,10,2022,447,TRUE,1,faculty,history,18
53,32,9/3/2022,9/6/2022,3,9,2022,85,FALSE,0,staff,history,3
98,11,12/9/2024,12/27/2024,9,12,2024,376,TRUE,1,staff,art,18
90,150,10/27/2021,11/16/2021,27,10,2021,498,FALSE,1,student,history,20
37,146,4/5/2020,4/6/2020,5,4,2020,89,FALSE,0,staff,science,1
92,162,10/21/2021,11/8/2021,21,10,2021,532,TRUE,1,staff,non-fiction,18
84,161,5/29/2021,6/17/2021,29,5,2021,502,FALSE,1,staff,non-fiction,19
74,47,8/9/2023,8/16/2023,9,8,2023,240,TRUE,0,faculty,science,7
82,40,6/6/2021,6/24/2021,6,6,2021,374,FALSE,1,student,art,18
17,149,8/30/2023,9/7/2023,30,8,2023,203,FALSE,1,staff,art,8
44,110,4/7/2020,4/20/2020,7,4,2020,307,TRUE,1,staff,fiction,13
8,42,2/8/2024,2/12/2024,8,2,2024,114,TRUE,0,faculty,non-fiction,4
68,160,5/17/2021,5/19/2021,17,5,2021,105,TRUE,0,staff,history,2
20,155,6/21/2023,7/4/2023,21,6,2023,283,TRUE,1,student,art,13
11,190,8/18/2023,9/4/2023,18,8,2023,466,FALSE,1,faculty,non-fiction,17
7,191,7/11/2023,7/12/2023,11,7,2023,50,FALSE,0,faculty,fiction,1
58,198,11/16/2020,11/28/2020,16,11,2020,338,FALSE,1,student,non-fiction,12
100,57,5/12/2020,5/29/2020,12,5,2020,401,TRUE,1,faculty,fiction,17
72,133,3/14/2020,3/18/2020,14,3,2020,131,FALSE,0,staff,history,4
13,64,1/12/2020,1/18/2020,12,1,2020,169,TRUE,0,staff,fiction,6
3,91,3/2/2021,3/14/2021,2,3,2021,326,TRUE,1,staff,history,12
80,34,10/25/2023,11/5/2023,25,10,2023,362,TRUE,1,faculty,science,11
86,90,2/8/2024,2/15/2024,8,2,2024,217,FALSE,0,staff,non-fiction,7
30,195,3/9/2024,3/11/2024,9,3,2024,50,FALSE,0,student,art,2
47,6,8/27/2020,9/1/2020,27,8,2020,199,TRUE,0,staff,science,5
89,96,8/19/2020,8/22/2020,19,8,2020,89,TRUE,0,student,art,3
91,152,1/28/2022,1/29/2022,28,1,2022,91,FALSE,0,faculty,non-fiction,1
64,170,10/30/2020,11/4/2020,30,10,2020,187,FALSE,0,staff,science,5
89,26,3/2/2023,3/14/2023,2,3,2023,362,TRUE,1,faculty,science,12
41,146,11/18/2023,11/22/2023,18,11,2023,160,TRUE,0,staff,science,4
13,34,6/25/2022,7/12/2022,25,6,2022,532,TRUE,1,student,science,17
12,119,7/25/2023,8/3/2023,25,7,2023,252,FALSE,1,student,art,9
15,181,2/2/2021,2/20/2021,2,2,2021,524,FALSE,1,student,science,18
45,2,6/23/2021,7/4/2021,23,6,2021,341,TRUE,1,staff,science,11
59,84,1/9/2020,1/10/2020,9,1,2020,94,TRUE,0,student,science,1
75,132,6/2/2024,6/13/2024,2,6,2024,309,FALSE,1,student,non-fiction,11
52,162,7/28/2021,8/3/2021,28,7,2021,204,TRUE,0,faculty,non-fiction,6
68,102,8/4/2021,8/11/2021,4,8,2021,203,TRUE,0,staff,history,7
20,157,8/10/2022,8/23/2022,10,8,2022,397,FALSE,1,faculty,science,13
87,84,10/10/2020,10/11/2020,10,10,2020,50,TRUE,0,faculty,history,1
69,61,12/25/2021,12/30/2021,25,12,2021,129,FALSE,0,student,history,5
100,42,1/27/2020,1/28/2020,27,1,2020,50,TRUE,0,student,science,1
56,39,2/1/2023,2/12/2023,1,2,2023,304,TRUE,1,faculty,non-fiction,11
42,198,10/3/2024,10/17/2024,3,10,2024,322,TRUE,1,student,fiction,14
1,8,7/14/2021,7/31/2021,14,7,2021,367,TRUE,1,student,art,17
7,60,9/14/2023,10/4/2023,14,9,2023,587,TRUE,1,faculty,non-fiction,20
58,81,6/7/2020,6/19/2020,7,6,2020,385,TRUE,1,faculty,science,12
2,37,6/28/2022,6/29/2022,28,6,2022,50,TRUE,0,faculty,history,1
20,44,11/26/2020,12/16/2020,26,11,2020,438,FALSE,1,student,art,20
72,177,4/3/2023,4/22/2023,3,4,2023,519,FALSE,1,staff,non-fiction,19
72,115,12/30/2021,1/17/2022,30,12,2021,453,FALSE,1,student,history,18
53,62,1/25/2022,2/7/2022,25,1,2022,346,TRUE,1,student,history,13
74,32,1/28/2023,2/5/2023,28,1,2023,260,FALSE,1,staff,non-fiction,8
55,181,6/18/2022,6/27/2022,18,6,2022,220,TRUE,1,staff,fiction,9
29,200,10/17/2023,10/20/2023,17,10,2023,130,FALSE,0,staff,history,3
50,18,7/15/2021,7/17/2021,15,7,2021,55,TRUE,0,faculty,art,2
11,170,9/1/2022,9/18/2022,1,9,2022,476,FALSE,1,student,non-fiction,17
69,72,4/9/2021,4/13/2021,9,4,2021,200,FALSE,0,staff,science,4
84,15,7/24/2022,8/7/2022,24,7,2022,317,FALSE,1,student,art,14
98,71,9/12/2024,9/23/2024,12,9,2024,280,TRUE,1,student,art,11
75,57,7/27/2023,8/15/2023,27,7,2023,551,TRUE,1,faculty,science,19
63,166,8/23/2021,9/7/2021,23,8,2021,436,FALSE,1,student,non-fiction,15
19,166,11/7/2024,11/25/2024,7,11,2024,457,TRUE,1,student,history,18
20,95,7/12/2022,7/27/2022,12,7,2022,422,TRUE,1,faculty,non-fiction,15
37,76,10/16/2022,10/28/2022,16,10,2022,260,FALSE,1,faculty,art,12
64,120,9/5/2023,9/18/2023,5,9,2023,317,FALSE,1,staff,fiction,13
88,120,7/17/2021,7/27/2021,17,7,2021,258,FALSE,1,staff,history,10
23,100,3/28/2020,3/29/2020,28,3,2020,71,FALSE,0,staff,fiction,1
68,141,6/16/2023,6/20/2023,16,6,2023,167,TRUE,0,faculty,non-fiction,4
42,48,4/18/2022,5/3/2022,18,4,2022,358,FALSE,1,student,fiction,15
73,100,6/5/2024,6/24/2024,5,6,2024,544,FALSE,1,staff,science,19
83,147,8/20/2023,8/30/2023,20,8,2023,242,FALSE,1,faculty,art,10
49,102,3/28/2022,3/31/2022,28,3,2022,95,FALSE,0,faculty,fiction,3
1,70,6/16/2021,6/22/2021,16,6,2021,215,TRUE,0,staff,non-fiction,6
61,184,5/20/2021,5/27/2021,20,5,2021,151,FALSE,0,staff,fiction,7
8,57,3/18/2021,3/28/2021,18,3,2021,241,FALSE,1,student,fiction,10
97,99,6/19/2020,6/23/2020,19,6,2020,79,TRUE,0,staff,art,4
12,83,3/17/2023,3/28/2023,17,3,2023,227,TRUE,1,student,art,11
81,25,8/15/2022,8/30/2022,15,8,2022,469,FALSE,1,student,science,15
18,22,11/11/2020,11/24/2020,11,11,2020,407,TRUE,1,staff,science,13
48,131,11/1/2022,11/6/2022,1,11,2022,160,FALSE,0,faculty,non-fiction,5
92,191,2/21/2020,2/27/2020,21,2,2020,154,FALSE,0,staff,history,6
12,8,9/24/2020,10/10/2020,24,9,2020,397,TRUE,1,student,non-fiction,16
75,165,3/6/2020,3/15/2020,6,3,2020,204,FALSE,1,student,art,9
98,162,3/2/2022,3/10/2022,2,3,2022,303,FALSE,1,student,science,8
1,30,9/24/2020,10/12/2020,24,9,2020,400,TRUE,1,faculty,art,18
96,3,1/29/2023,2/18/2023,29,1,2023,446,TRUE,1,staff,fiction,20
17,182,2/3/2020,2/4/2020,3,2,2020,83,TRUE,0,staff,science,1
2,135,9/6/2024,9/17/2024,6,9,2024,296,TRUE,1,faculty,non-fiction,11
86,170,9/8/2024,9/13/2024,8,9,2024,152,TRUE,0,student,history,5
3,43,1/19/2023,2/3/2023,19,1,2023,390,FALSE,1,faculty,history,15
1,21,1/5/2023,1/18/2023,5,1,2023,390,TRUE,1,faculty,science,13
74,75,11/21/2024,11/30/2024,21,11,2024,228,TRUE,1,student,art,9
77,124,11/30/2021,12/6/2021,30,11,2021,170,TRUE,0,student,fiction,6
28,58,12/28/2024,1/11/2025,28,12,2024,325,FALSE,1,staff,art,14
59,99,4/25/2024,5/7/2024,25,4,2024,276,TRUE,1,staff,fiction,12
18,95,8/29/2024,9/2/2024,29,8,2024,170,FALSE,0,faculty,science,4
23,136,6/17/2020,6/27/2020,17,6,2020,276,FALSE,1,staff,fiction,10
1,105,3/30/2024,4/19/2024,30,3,2024,439,FALSE,1,faculty,fiction,20
14,195,1/21/2022,2/6/2022,21,1,2022,435,FALSE,1,staff,non-fiction,16
47,169,4/23/2022,4/30/2022,23,4,2022,199,TRUE,0,staff,art,7
27,2,4/12/2023,4/14/2023,12,4,2023,72,FALSE,0,student,art,2
70,41,7/4/2020,7/11/2020,4,7,2020,248,TRUE,0,faculty,non-fiction,7
76,9,10/11/2020,10/13/2020,11,10,2020,89,TRUE,0,student,non-fiction,2
61,170,1/17/2024,1/25/2024,17,1,2024,221,FALSE,1,student,art,8
57,197,3/3/2021,3/12/2021,3,3,2021,228,FALSE,1,student,fiction,9
61,81,3/23/2023,4/5/2023,23,3,2023,380,FALSE,1,staff,non-fiction,13
95,92,2/6/2025,2/25/2025,6,2,2025,555,FALSE,1,student,non-fiction,19
28,68,7/14/2020,8/1/2020,14,7,2020,495,FALSE,1,student,non-fiction,18
30,154,4/30/2024,5/6/2024,30,4,2024,146,FALSE,0,faculty,fiction,6
11,8,8/11/2020,8/15/2020,11,8,2020,146,FALSE,0,student,science,4
67,17,5/5/2022,5/16/2022,5,5,2022,276,TRUE,1,staff,fiction,11
51,48,3/8/2025,3/19/2025,8,3,2025,268,FALSE,1,student,history,11
1,104,9/27/2021,9/29/2021,27,9,2021,108,TRUE,0,staff,non-fiction,2
38,126,7/9/2020,7/14/2020,9,7,2020,163,FALSE,0,student,non-fiction,5
69,97,6/30/2023,7/13/2023,30,6,2023,363,FALSE,1,faculty,history,13
86,102,8/27/2024,9/10/2024,27,8,2024,322,TRUE,1,student,history,14
39,199,8/8/2022,8/10/2022,8,8,2022,87,FALSE,0,staff,science,2
17,1,3/4/2020,3/22/2020,4,3,2020,427,TRUE,1,faculty,history,18
43,139,9/26/2022,9/30/2022,26,9,2022,100,FALSE,0,student,art,4
29,177,6/15/2022,6/26/2022,15,6,2022,258,FALSE,1,student,art,11
7,87,3/29/2020,4/12/2020,29,3,2020,327,TRUE,1,staff,fiction,14
67,5,5/24/2022,6/3/2022,24,5,2022,294,TRUE,1,student,non-fiction,10
57,104,1/4/2022,1/5/2022,4,1,2022,62,TRUE,0,faculty,history,1
70,111,5/19/2023,5/22/2023,19,5,2023,115,FALSE,0,student,history,3
74,10,8/30/2024,9/17/2024,30,8,2024,440,FALSE,1,staff,history,18
17,51,5/14/2021,5/21/2021,14,5,2021,216,TRUE,0,student,history,7
47,68,8/16/2023,8/29/2023,16,8,2023,354,TRUE,1,student,history,13
25,117,7/21/2023,8/5/2023,21,7,2023,358,TRUE,1,staff,fiction,15
96,24,8/17/2020,8/24/2020,17,8,2020,243,FALSE,0,student,science,7
97,182,12/10/2020,12/23/2020,10,12,2020,397,FALSE,1,faculty,science,13
88,113,6/28/2021,6/29/2021,28,6,2021,111,FALSE,0,faculty,science,1
81,171,12/6/2024,12/8/2024,6,12,2024,95,TRUE,0,faculty,non-fiction,2
65,161,11/29/2022,12/3/2022,29,11,2022,148,FALSE,0,staff,science,4
7,4,4/8/2024,4/11/2024,8,4,2024,87,TRUE,0,student,fiction,3
97,103,11/22/2024,12/3/2024,22,11,2024,249,TRUE,1,staff,fiction,11
52,99,12/18/2024,12/27/2024,18,12,2024,192,FALSE,1,staff,art,9
27,9,4/7/2024,4/24/2024,7,4,2024,357,TRUE,1,faculty,art,17
78,169,4/22/2023,4/25/2023,22,4,2023,110,FALSE,0,student,history,3
10,157,2/28/2021,3/16/2021,28,2,2021,359,FALSE,1,faculty,art,16
88,88,6/17/2024,6/19/2024,17,6,2024,98,TRUE,0,faculty,non-fiction,2
51,177,7/23/2022,8/11/2022,23,7,2022,398,FALSE,1,student,art,19
37,194,5/8/2020,5/27/2020,8,5,2020,566,FALSE,1,student,science,19
2,119,6/27/2020,7/8/2020,27,6,2020,281,FALSE,1,faculty,fiction,11
34,153,6/2/2022,6/13/2022,2,6,2022,321,TRUE,1,student,non-fiction,11
79,21,8/24/2020,8/25/2020,24,8,2020,60,FALSE,0,staff,non-fiction,1
71,27,1/15/2021,2/4/2021,15,1,2021,466,TRUE,1,staff,fiction,20
72,169,7/20/2024,7/30/2024,20,7,2024,250,TRUE,1,faculty,fiction,10
10,176,11/11/2024,11/15/2024,11,11,2024,121,TRUE,0,student,non-fiction,4
77,154,3/21/2021,4/1/2021,21,3,2021,337,FALSE,1,faculty,science,11
35,23,1/19/2025,1/29/2025,19,1,2025,304,FALSE,1,faculty,non-fiction,10
44,73,3/17/2025,3/21/2025,17,3,2025,137,TRUE,0,staff,science,4
23,141,10/20/2021,11/5/2021,20,10,2021,376,FALSE,1,faculty,fiction,16
6,61,11/27/2023,12/17/2023,27,11,2023,550,FALSE,1,staff,science,20
95,146,5/14/2023,6/2/2023,14,5,2023,574,FALSE,1,student,science,19
91,198,2/1/2020,2/19/2020,1,2,2020,546,FALSE,1,student,science,18
86,97,1/25/2022,2/1/2022,25,1,2022,228,FALSE,0,faculty,science,7
19,153,6/5/2024,6/11/2024,5,6,2024,213,FALSE,0,staff,science,6
28,112,7/15/2022,7/19/2022,15,7,2022,104,FALSE,0,faculty,non-fiction,4
63,11,4/13/2023,4/17/2023,13,4,2023,126,FALSE,0,student,non-fiction,4
43,43,3/4/2023,3/7/2023,4,3,2023,90,FALSE,0,staff,art,3
61,82,2/28/2021,3/15/2021,28,2,2021,332,FALSE,1,student,fiction,15
43,198,3/26/2023,4/12/2023,26,3,2023,406,FALSE,1,student,fiction,17
98,159,12/3/2024,12/18/2024,3,12,2024,461,FALSE,1,faculty,non-fiction,15
78,157,2/29/2024,3/11/2024,29,2,2024,247,FALSE,1,student,fiction,11
12,85,9/25/2024,10/12/2024,25,9,2024,461,TRUE,1,faculty,non-fiction,17
58,76,12/15/2022,1/4/2023,15,12,2022,508,TRUE,1,student,history,20
4,175,9/23/2021,9/26/2021,23,9,2021,156,FALSE,0,staff,science,3
43,48,12/5/2022,12/12/2022,5,12,2022,162,FALSE,0,student,fiction,7
82,160,6/13/2024,6/23/2024,13,6,2024,251,TRUE,1,student,fiction,10
16,190,11/9/2023,11/13/2023,9,11,2023,186,FALSE,0,staff,science,4
58,32,7/1/2022,7/5/2022,1,7,2022,105,TRUE,0,faculty,history,4
88,145,7/24/2023,7/30/2023,24,7,2023,140,FALSE,0,staff,fiction,6
14,108,11/4/2023,11/14/2023,4,11,2023,304,TRUE,1,faculty,science,10
75,27,11/18/2023,12/8/2023,18,11,2023,567,FALSE,1,staff,science,20
31,12,7/5/2022,7/17/2022,5,7,2022,364,FALSE,1,faculty,non-fiction,12
74,66,11/22/2024,11/23/2024,22,11,2024,60,FALSE,0,student,art,1
21,106,2/16/2023,3/6/2023,16,2,2023,491,FALSE,1,student,science,18
100,104,2/12/2023,2/25/2023,12,2,2023,303,FALSE,1,student,art,13
75,127,6/18/2022,7/1/2022,18,6,2022,299,FALSE,1,staff,fiction,13
39,178,9/1/2022,9/18/2022,1,9,2022,499,FALSE,1,faculty,non-fiction,17
19,3,12/1/2020,12/2/2020,1,12,2020,50,TRUE,0,student,fiction,1
22,88,7/17/2022,7/24/2022,17,7,2022,173,TRUE,0,student,fiction,7
37,171,6/14/2022,6/30/2022,14,6,2022,382,FALSE,1,staff,fiction,16
88,190,10/25/2021,11/14/2021,25,10,2021,470,TRUE,1,faculty,fiction,20
46,13,2/18/2020,3/6/2020,18,2,2020,401,TRUE,1,staff,fiction,17
48,55,5/19/2023,5/26/2023,19,5,2023,144,FALSE,0,faculty,art,7
86,129,9/17/2021,9/24/2021,17,9,2021,184,TRUE,0,faculty,art,7
23,137,2/12/2024,2/28/2024,12,2,2024,334,TRUE,1,student,art,16
97,75,2/19/2025,3/1/2025,19,2,2025,251,TRUE,1,faculty,fiction,10
61,83,8/4/2022,8/16/2022,4,8,2022,339,FALSE,1,faculty,science,12
26,187,9/13/2024,9/28/2024,13,9,2024,360,TRUE,1,staff,fiction,15
95,53,9/20/2020,10/4/2020,20,9,2020,299,FALSE,1,student,art,14
11,26,12/27/2022,1/15/2023,27,12,2022,458,FALSE,1,student,history,19
86,173,12/31/2021,1/6/2022,31,12,2021,168,FALSE,0,student,art,6
98,163,9/10/2022,9/18/2022,10,9,2022,210,FALSE,1,faculty,fiction,8
42,26,7/21/2023,8/5/2023,21,7,2023,377,TRUE,1,faculty,history,15
92,159,6/27/2022,7/2/2022,27,6,2022,199,TRUE,0,faculty,non-fiction,5
79,49,1/2/2025,1/5/2025,2,1,2025,87,TRUE,0,student,art,3
68,29,5/11/2024,5/13/2024,11,5,2024,101,TRUE,0,student,science,2
49,188,1/5/2025,1/8/2025,5,1,2025,127,TRUE,0,faculty,non-fiction,3
23,27,11/3/2022,11/17/2022,3,11,2022,319,FALSE,1,faculty,fiction,14
43,97,12/7/2024,12/11/2024,7,12,2024,124,FALSE,0,student,art,4
55,150,5/7/2021,5/22/2021,7,5,2021,416,FALSE,1,student,non-fiction,15
16,188,12/15/2021,12/17/2021,15,12,2021,68,FALSE,0,staff,art,2
76,3,3/9/2024,3/23/2024,9,3,2024,390,FALSE,1,faculty,history,14
80,65,7/28/2020,8/12/2020,28,7,2020,425,FALSE,1,faculty,science,15
24,121,3/23/2024,4/7/2024,23,3,2024,308,FALSE,1,student,fiction,15
21,183,6/22/2022,6/26/2022,22,6,2022,183,FALSE,0,staff,science,4
65,120,3/6/2022,3/9/2022,6,3,2022,168,FALSE,0,student,non-fiction,3
17,106,5/13/2020,5/14/2020,13,5,2020,52,TRUE,0,faculty,fiction,1
92,179,4/23/2024,4/25/2024,23,4,2024,53,TRUE,0,staff,history,2
81,183,12/17/2024,12/26/2024,17,12,2024,221,FALSE,1,staff,fiction,9
21,166,4/11/2021,4/30/2021,11,4,2021,407,FALSE,1,staff,art,19
23,193,6/14/2022,6/18/2022,14,6,2022,118,TRUE,0,faculty,fiction,4
70,10,7/17/2021,8/4/2021,17,7,2021,481,FALSE,1,staff,non-fiction,18
81,33,10/22/2020,11/5/2020,22,10,2020,411,TRUE,1,student,non-fiction,14
67,167,8/18/2021,8/25/2021,18,8,2021,242,TRUE,0,faculty,science,7
50,121,8/22/2020,8/30/2020,22,8,2020,200,FALSE,1,faculty,history,8
49,182,2/27/2021,3/8/2021,27,2,2021,262,TRUE,1,staff,history,9
57,186,3/10/2025,3/25/2025,10,3,2025,425,FALSE,1,student,history,15
81,119,4/24/2024,4/25/2024,24,4,2024,68,FALSE,0,staff,history,1
72,164,11/7/2022,11/17/2022,7,11,2022,241,FALSE,1,staff,fiction,10
53,14,9/17/2024,9/20/2024,17,9,2024,125,TRUE,0,faculty,science,3
88,16,2/21/2020,2/22/2020,21,2,2020,70,TRUE,0,staff,fiction,1
26,56,1/26/2022,2/15/2022,26,1,2022,401,FALSE,1,staff,art,20
5,171,5/30/2023,6/19/2023,30,5,2023,435,TRUE,1,staff,art,20
65,160,1/12/2024,1/16/2024,12,1,2024,147,TRUE,0,student,science,4
19,168,4/15/2024,4/16/2024,15,4,2024,108,TRUE,0,faculty,science,1
72,37,11/18/2024,11/24/2024,18,11,2024,195,TRUE,0,faculty,non-fiction,6
67,18,6/29/2024,7/19/2024,29,6,2024,534,TRUE,1,faculty,history,20
74,173,12/7/2024,12/24/2024,7,12,2024,456,FALSE,1,student,non-fiction,17
80,141,12/22/2021,1/2/2022,22,12,2021,264,FALSE,1,student,art,11
22,184,3/7/2020,3/24/2020,7,3,2020,482,TRUE,1,student,non-fiction,17
31,148,10/15/2024,10/30/2024,15,10,2024,336,TRUE,1,faculty,fiction,15
67,125,1/4/2024,1/17/2024,4,1,2024,345,FALSE,1,faculty,history,13
87,95,12/11/2024,12/14/2024,11,12,2024,133,TRUE,0,staff,history,3
